ensembl_transcript_id	ensembl_gene_id	chromosome_name	transcript_start	transcript_end	external_gene_id	percentage_gc_content	gene_biotype	source	name_1006	cds_length
ENST00000442359	ENSG00000188086	3	46783840	46786245	PRSS45	42.13	protein_coding	ensembl	proteolysis	687
ENST00000399518	ENSG00000188089	15	42273780	42343388	PLA2G4E	50.21	protein_coding	ensembl	phospholipid catabolic process	2607
ENST00000314163	ENSG00000188092	1	147400506	147465571	GPR89B	39.92	protein_coding	ensembl	intracellular pH reduction	1368
ENST00000341735	ENSG00000188095	15	90319589	90321923	MESP2	51.44	protein_coding	ensembl	mesodermal cell migration	1194
ENST00000343959	ENSG00000188100	10	88780063	88784487	FAM25A	49.9	protein_coding	ensembl		270
ENST00000342421	ENSG00000188107	6	66044803	66205886	EYS	35.06	protein_coding	ensembl	calcium ion binding	1785
ENST00000341865	ENSG00000188112	6	42068856	42110182	C6orf132	52.52	protein_coding	ensembl		3567
ENST00000405239	ENSG00000188120	Y	25275502	25345241	DAZ1	35.99	protein_coding	ensembl	spermatogenesis	2235
ENST00000338569	ENSG00000188124	11	6789218	6790286	OR2AG2	50.14	protein_coding	ensembl	G-protein coupled receptor activity	951
ENST00000293201	ENSG00000188126	17	73584139	73622923	MYO15B	58.73	protein_coding	ensembl	cytoskeleton	1464
ENST00000215659	ENSG00000188130	22	50691332	50700254	MAPK12	64.68	protein_coding	ensembl	positive regulation of muscle cell differentiation	1104
ENST00000342743	ENSG00000188133	9	32783497	32787397	TMEM215	42.09	protein_coding	ensembl	integral to membrane	708
ENST00000372322	ENSG00000188152	9	99691286	99701700	NUTMG	57.58	protein_coding	ensembl		2226
ENST00000328300	ENSG00000188153	X	107683112	107940771	COL4A5	35.75	protein_coding	ensembl	collagen	5076
ENST00000400368	ENSG00000188155	21	46011149	46012386	KRTAP10-6	65.67	protein_coding	ensembl	keratin filament	1098
ENST00000380060	ENSG00000188158	X	17393543	17754114	NHS	42.34	protein_coding	ensembl	lens development in camera-type eye	4893
ENST00000399391	ENSG00000188162	11	17568920	17667491	OTOG	48.79	protein_coding	ensembl	extracellular space	8778
ENST00000344774	ENSG00000188163	9	140138037	140142222	FAM166A	60.35	protein_coding	ensembl		954
ENST00000342462	ENSG00000188167	3	33131917	33138293	TMPPE	49.95	protein_coding	ensembl	integral to membrane	1362
ENST00000601440	ENSG00000188171	19	20802867	20844399	ZNF626	38.65	protein_coding	ensembl	nucleus	1587
ENST00000453812	ENSG00000188175	7	92818192	92855782	HEPACAM2	35.85	protein_coding	ensembl	mitotic prometaphase	1458
ENST00000338859	ENSG00000188176	17	4487294	4511614	SMTNL2	57.24	protein_coding	ensembl	protein binding	954
ENST00000343936	ENSG00000188177	2	113033178	113097640	ZC3H6	36.91	protein_coding	ensembl	molecular_function	3570
ENST00000341942	ENSG00000188186	7	99746530	99751826	LAMTOR4	53.24	protein_coding	ensembl	Ragulator complex	300
ENST00000360274	ENSG00000188191	7	589387	752209	PRKAR1B	54.13	protein_coding	ensembl	blood coagulation	1146
ENST00000429828	ENSG00000188199	10	81462983	81472507	NUTM2B	58.42	protein_coding	ensembl		2637
ENST00000338965	ENSG00000188211	11	17373273	17398888	NCR3LG1	44.5	protein_coding	ensembl	viral capsid	1365
ENST00000324344	ENSG00000188215	16	20869396	20911706	DCUN1D3	43.15	protein_coding	ensembl	negative regulation of S phase of mitotic cell cycle	915
ENST00000356920	ENSG00000188219	2	131975882	132022965	POTEE	37.85	protein_coding	ensembl	ATP binding	3228
ENST00000591613	ENSG00000188223	19	36236579	36245420	AC002398.9	52.97	protein_coding	havana		168
ENST00000445217	ENSG00000188227	19	38014307	38034237	ZNF793	42.72	protein_coding	ensembl	zinc ion binding	1221
ENST00000340384	ENSG00000188229	9	140135665	140138159	TUBB4B	63.25	protein_coding	ensembl	protein polymerization	1338
ENST00000448048	ENSG00000188234	10	46321042	46342921	AGAP4	41.11	protein_coding	ensembl	zinc ion binding	1992
ENST00000342584	ENSG00000188242	5	470625	473213	CTD-2228K2.5	58.18	protein_coding	ensembl		315
ENST00000355801	ENSG00000188243	13	76100572	76111977	COMMD6	39.99	protein_coding	ensembl	nucleus	297
ENST00000375111	ENSG00000188257	1	20301931	20306909	PLA2G2A	52.14	protein_coding	ensembl	small molecule metabolic process	435
ENST00000341280	ENSG00000188263	22	50432942	50447121	IL17REL	58.65	protein_coding	ensembl		1011
ENST00000388988	ENSG00000188266	15	78799906	78826012	AGPHD1	43.18	protein_coding	ensembl	cytoplasm	1122
ENST00000322301	ENSG00000188269	19	14938094	14945960	OR7A5	42.25	protein_coding	ensembl	sensory perception of smell	960
ENST00000344320	ENSG00000188277	15	41062159	41064643	C15orf62	58.67	protein_coding	ensembl	mitochondrion	528
ENST00000342763	ENSG00000188279	10	49203399	49207818	FAM25C	49.66	protein_coding	ensembl		270
ENST00000434783	ENSG00000188280	22	20692438	20716938	FAM230A	48.83	protein_coding	havana	transferase activity, transferring phosphorus-containing groups	2718
ENST00000374155	ENSG00000188282	2	218933978	218955303	RUFY4	46.65	protein_coding	ensembl		1824
ENST00000352998	ENSG00000188283	19	37717366	37734828	ZNF383	41.74	protein_coding	ensembl	intracellular	1428
ENST00000304952	ENSG00000188290	1	934344	935491	HES4	74.32	protein_coding	ensembl	cell differentiation	666
ENST00000343381	ENSG00000188295	1	247263293	247267674	ZNF669	43.07	protein_coding	ensembl	transcription, DNA-dependent	1395
ENST00000342063	ENSG00000188305	19	2274631	2282175	C19orf35	59.98	protein_coding	ensembl		1422
ENST00000340806	ENSG00000188306	3	169539710	169555563	LRRIQ4	41.97	protein_coding	ensembl	protein binding	1683
ENST00000375587	ENSG00000188312	9	95087766	95382815	CENPP	40.03	protein_coding	ensembl	cytosol	867
ENST00000342435	ENSG00000188313	3	146232967	146262651	PLSCR1	36.31	protein_coding	ensembl	apoptotic process	957
ENST00000343010	ENSG00000188315	3	49306219	49315342	C3orf62	48.07	protein_coding	ensembl		804
ENST00000341276	ENSG00000188316	10	118609023	118642017	ENO4	40.84	protein_coding	ensembl	phosphopyruvate hydratase activity	1887
ENST00000587557	ENSG00000188321	19	9434448	9454519	ZNF559	40.31	protein_coding	ensembl	transcription, DNA-dependent	1809
ENST00000341901	ENSG00000188322	16	28303840	28335170	SBK1	55.29	protein_coding	ensembl	ATP binding	1275
ENST00000358433	ENSG00000188324	12	55688072	55689016	OR6C6	39.05	protein_coding	ensembl	plasma membrane	945
ENST00000344839	ENSG00000188334	19	48471303	48495427	BSPH1	41.41	protein_coding	ensembl	extracellular region	399
ENST00000339258	ENSG00000188340	1	158746472	158747425	OR6N2	44.86	protein_coding	ensembl	olfactory receptor activity	954
ENST00000340473	ENSG00000188342	13	45694650	45858237	GTF2F2	39.15	protein_coding	ensembl	transcription factor TFIIF complex	750
ENST00000518322	ENSG00000188343	8	94712735	94743755	FAM92A1	38.54	protein_coding	ensembl	protein binding	870
ENST00000338382	ENSG00000188352	9	20715353	20995947	FOCAD	36.92	protein_coding	ensembl	integral to membrane	5406
ENST00000341747	ENSG00000188368	19	42806284	42814973	PRR19	54.15	protein_coding	ensembl		1071
ENST00000394857	ENSG00000188372	7	76054224	76071388	ZP3	50.47	protein_coding	ensembl	positive regulation of interferon-gamma production	1275
ENST00000372126	ENSG00000188373	10	85933494	85945050	C10orf99	48.37	protein_coding	ensembl	extracellular region	246
ENST00000340398	ENSG00000188375	12	31944123	31945175	H3F3C	44.73	protein_coding	ensembl	DNA binding	408
ENST00000380206	ENSG00000188379	9	21384254	21385396	IFNA2	39.81	protein_coding	ensembl	negative regulation of gene expression	567
ENST00000298622	ENSG00000188385	10	133918175	133998313	JAKMIP3	55.39	protein_coding	ensembl	Golgi apparatus	2535
ENST00000374806	ENSG00000188386	9	104353897	104357283	PPP3R2	43.87	protein_coding	ensembl	calcium ion binding	522
ENST00000334409	ENSG00000188389	2	242792033	242801060	PDCD1	63.14	protein_coding	ensembl	apoptotic process	867
ENST00000455827	ENSG00000188393	12	10065826	10084980	CLEC2A	38.73	protein_coding	ensembl	protein binding	525
ENST00000373642	ENSG00000188394	9	125796806	125797975	GPR21	45.81	protein_coding	ensembl	G-protein coupled receptor activity	1050
ENST00000339355	ENSG00000188396	1	45271585	45272347	TCTEX1D4	63.73	protein_coding	ensembl	protein binding	666
ENST00000338912	ENSG00000188403	15	20169919	20170354	IGHV1OR15-9	54.82	IG_V_gene	havana	protein binding	353
ENST00000236147	ENSG00000188404	1	169659808	169680839	SELL	38.85	protein_coding	ensembl	leukocyte migration	1158
ENST00000379029	ENSG00000188408	X	26235419	26236246	MAGEB5	46.1	protein_coding	ensembl	biological_process	828
ENST00000357749	ENSG00000188419	X	85116185	85302566	CHM	36.96	protein_coding	ensembl	blood vessel development	1962
ENST00000341294	ENSG00000188425	19	46416475	46418036	NANOS2	59.73	protein_coding	ensembl	germ-line stem cell maintenance	417
ENST00000397457	ENSG00000188428	6	8013800	8064647	BLOC1S5	40	protein_coding	ensembl	otolith morphogenesis	564
ENST00000339098	ENSG00000188452	2	182402911	182521733	CERKL	37.01	protein_coding	ensembl	endoplasmic reticulum	1677
ENST00000341459	ENSG00000188467	15	48413169	48434869	SLC24A5	35.32	protein_coding	ensembl	calcium ion transport	1503
ENST00000339302	ENSG00000188474	19	12203078	12225491	ZNF788	41.82	protein_coding	ensembl	regulation of transcription, DNA-dependent	1848
ENST00000372491	ENSG00000188483	9	131937835	131940540	IER5L	65.04	protein_coding	ensembl		1215
ENST00000379554	ENSG00000188487	11	15133970	15268754	INSC	43.7	protein_coding	ensembl	protein binding	1740
ENST00000329597	ENSG00000188488	14	95047731	95059457	SERPINA5	49.18	protein_coding	ensembl	extracellular vesicular exosome	1221
ENST00000378313	ENSG00000188493	19	41246761	41255828	C19orf54	54.97	protein_coding	ensembl		1056
ENST00000341509	ENSG00000188501	15	66839517	66857835	LCTL	44.82	protein_coding	ensembl	integral to membrane	1704
ENST00000339852	ENSG00000188505	19	39687601	39692524	NCCRP1	56.8	protein_coding	ensembl	cytoplasm	828
ENST00000338897	ENSG00000188508	19	35978228	35981433	KRTDAP	52.19	protein_coding	ensembl	extracellular region	300
ENST00000444628	ENSG00000188511	22	50016805	50051190	C22orf34	51.01	protein_coding	ensembl		1089
ENST00000399132	ENSG00000188517	4	109734855	110223799	COL25A1	36.92	protein_coding	ensembl	extracellular matrix disassembly	1965
ENST00000345041	ENSG00000188522	17	18874381	18907551	FAM83G	58.07	protein_coding	ensembl		2472
ENST00000343036	ENSG00000188523	9	135285611	135448704	C9orf171	49.16	protein_coding	ensembl		963
ENST00000492112	ENSG00000188529	1	24296854	24306809	SRSF10	39.02	protein_coding	ensembl	regulation of transcription, DNA-dependent	789
ENST00000251595	ENSG00000188536	16	222846	223709	HBA2	67.25	protein_coding	ensembl	oxygen transporter activity	429
ENST00000343217	ENSG00000188542	2	241499471	241503431	DUSP28	53.35	protein_coding	ensembl	protein dephosphorylation	531
ENST00000559313	ENSG00000188549	15	40625958	40633168	C15orf52	58.79	protein_coding	ensembl		1605
ENST00000341165	ENSG00000188554	17	41322498	41363708	NBR1	44.16	protein_coding	ensembl	late endosome	2901
ENST00000343414	ENSG00000188558	1	248684916	248685964	OR2G6	49.48	protein_coding	ensembl	G-protein coupled receptor signaling pathway	951
ENST00000202677	ENSG00000188559	20	20373411	20693266	RALGAPA2	40.43	protein_coding	ensembl	GTPase activator activity	5622
ENST00000344894	ENSG00000188566	9	140100147	140111461	NDOR1	59.3	protein_coding	ensembl	nucleus	1794
ENST00000338333	ENSG00000188573	5	167956121	167957639	FBLL1	69.39	protein_coding	havana	methyltransferase activity	1005
ENST00000368417	ENSG00000188580	6	124125286	125146803	NKAIN2	36.09	protein_coding	ensembl	integral to membrane	627
ENST00000306271	ENSG00000188581	17	39196811	39197713	KRTAP1-1	52.49	protein_coding	ensembl	biological_process	534
ENST00000340634	ENSG00000188582	3	142680076	142682178	PAQR9	40.95	protein_coding	ensembl	integral to membrane	1134
ENST00000298953	ENSG00000188596	12	96883385	96948585	C12orf55	38.14	protein_coding	ensembl		2415
ENST00000354630	ENSG00000188603	16	28488601	28503381	CLN3	49.54	protein_coding	ensembl	sphingomyelin metabolic process	1266
ENST00000369390	ENSG00000188610	1	120839005	120855681	FAM72B	41.57	protein_coding	ensembl		450
ENST00000395526	ENSG00000188611	10	51944621	52008370	ASAH2	37.09	protein_coding	ensembl	plasma membrane	2343
ENST00000314523	ENSG00000188612	17	73163963	73179051	SUMO2	46.09	protein_coding	ensembl	PML body	216
ENST00000425699	ENSG00000188613	10	120789228	120793854	NANOS1	49.75	protein_coding	ensembl	perinuclear region of cytoplasm	879
ENST00000357878	ENSG00000188620	10	124895478	124897257	HMX3	69.38	protein_coding	ensembl	cell differentiation	1074
ENST00000341415	ENSG00000188624	19	46623328	46627931	IGFL3	38.92	protein_coding	ensembl	extracellular region	378
ENST00000563027	ENSG00000188626	15	28947100	28957469	GOLGA8M	43.92	protein_coding	ensembl	Golgi apparatus	1899
ENST00000434737	ENSG00000188629	19	9488932	9493291	ZNF177	40.25	protein_coding	ensembl	negative regulation of transcription from RNA polymerase II promoter	1446
ENST00000341255	ENSG00000188636	22	44888452	44894178	LDOC1L	56.28	protein_coding	ensembl		720
ENST00000370192	ENSG00000188641	1	97543299	98386579	DPYD	35.09	protein_coding	ensembl	dihydroorotate oxidase activity	3078
ENST00000368703	ENSG00000188643	1	153579451	153580798	S100A16	57.24	protein_coding	ensembl	cytoplasm	312
ENST00000340434	ENSG00000188647	9	72333054	72374858	PTAR1	36.03	protein_coding	ensembl	protein prenylation	1209
ENST00000344386	ENSG00000188649	10	97759883	97792441	CC2D2B	38.22	protein_coding	ensembl		969
ENST00000404716	ENSG00000188655	14	21024252	21029090	RNASE9	37.53	protein_coding	ensembl	pancreatic ribonuclease activity	633
ENST00000339465	ENSG00000188659	15	82555152	82577271	FAM154B	37.38	protein_coding	ensembl		1197
ENST00000294413	ENSG00000188672	1	25688740	25747336	RHCE	46.8	protein_coding	ensembl	membrane	1254
ENST00000341287	ENSG00000188674	2	209030071	209054797	C2orf80	41.54	protein_coding	ensembl		582
ENST00000502986	ENSG00000188676	8	39792474	39873910	IDO2	41.79	protein_coding	ensembl	cytoplasm	1263
ENST00000406477	ENSG00000188677	22	44395091	44564803	PARVB	50.78	protein_coding	ensembl	Z disc	1194
ENST00000340695	ENSG00000188686	8	145490549	145492470	SCXA	67.17	protein_coding	ensembl	tendon cell differentiation	606
ENST00000357822	ENSG00000188687	2	74448561	74542152	SLC4A5	45.71	protein_coding	ensembl	integral to membrane	3414
ENST00000368786	ENSG00000188690	10	127477152	127505201	UROS	46	protein_coding	ensembl	mitochondrion	798
ENST00000340345	ENSG00000188694	21	31653629	31655276	KRTAP24-1	42.54	protein_coding	ensembl	structural molecule activity	765
ENST00000357166	ENSG00000188706	X	128937264	128977860	ZDHHC9	43.4	protein_coding	ensembl	integral to membrane	1095
ENST00000343855	ENSG00000188707	7	150026938	150029808	C7orf29	55.76	protein_coding	ensembl		711
ENST00000343079	ENSG00000188710	9	133768815	133769225	QRFP	64.48	protein_coding	ensembl	cellular_component	411
ENST00000338487	ENSG00000188716	10	76797594	76818272	DUPD1	47.64	protein_coding	ensembl	protein dephosphorylation	663
ENST00000339020	ENSG00000188725	5	60453536	60458301	SMIM15	36.57	protein_coding	ensembl	integral to membrane	225
ENST00000339051	ENSG00000188729	3	190930322	190967910	OSTN	36.16	protein_coding	ensembl	receptor binding	402
ENST00000340652	ENSG00000188730	7	49813257	49952138	VWC2	40.28	protein_coding	ensembl	synapse	978
ENST00000344962	ENSG00000188732	7	23719749	23742269	FAM221A	40.02	protein_coding	ensembl		897
ENST00000342607	ENSG00000188735	12	122150658	122216862	TMEM120B	51.94	protein_coding	ensembl	biological_process	1020
ENST00000343098	ENSG00000188738	2	186603355	186698016	FSIP2	34.45	protein_coding	ensembl	protein binding	20991
ENST00000408888	ENSG00000188739	1	235294498	235324772	RBM34	44.48	protein_coding	ensembl	nucleus	1293
ENST00000341349	ENSG00000188747	9	140317802	140328858	NOXA1	62.38	protein_coding	ensembl	SH3 domain binding	1452
ENST00000344458	ENSG00000188760	2	220408385	220415301	TMEM198	56.18	protein_coding	ensembl	multicellular organismal development	1083
ENST00000393316	ENSG00000188761	1	114423325	114430169	BCL2L15	42.33	protein_coding	ensembl	cytosol	492
ENST00000344575	ENSG00000188763	7	72848109	72850450	FZD9	68.45	protein_coding	ensembl	canonical Wnt receptor signaling pathway	1776
ENST00000587013	ENSG00000188766	19	38879061	38886881	SPRED3	57.15	protein_coding	ensembl	protein binding	1365
ENST00000367222	ENSG00000188770	1	203463271	203477992	OPTC	51.14	protein_coding	ensembl	proteinaceous extracellular matrix	999
ENST00000338832	ENSG00000188771	11	112118876	112131583	C11orf34	44.78	protein_coding	ensembl	integral to membrane	624
ENST00000345060	ENSG00000188778	8	37820516	37824483	ADRB3	59.22	protein_coding	ensembl	protein binding	1227
ENST00000380035	ENSG00000188779	15	68117883	68126893	SKOR1	60.14	protein_coding	ensembl	negative regulation of transforming growth factor beta receptor signaling pathway	2898
ENST00000338855	ENSG00000188782	1	26517052	26528094	CATSPER4	50.8	protein_coding	ensembl	membrane	1449
ENST00000343110	ENSG00000188783	1	203444956	203460480	PRELP	50	protein_coding	ensembl	heparin binding	1149
ENST00000375116	ENSG00000188784	1	20246502	20250110	PLA2G2E	59.6	protein_coding	ensembl	phosphatidic acid biosynthetic process	429
ENST00000336128	ENSG00000188785	19	57901265	57911531	ZNF548	45.92	protein_coding	ensembl	zinc ion binding	1638
ENST00000373036	ENSG00000188786	1	38275239	38325292	MTF1	43.61	protein_coding	ensembl	nucleus	2262
ENST00000372766	ENSG00000188800	1	40713573	40717363	TMCO2	43.03	protein_coding	ensembl	integral to membrane	549
ENST00000441885	ENSG00000188803	17	11144580	11467380	SHISA6	43.68	protein_coding	ensembl	integral to membrane	1656
ENST00000340381	ENSG00000188807	1	9648980	9674907	TMEM201	59.37	protein_coding	ensembl	nuclear inner membrane	2001
ENST00000379600	ENSG00000188811	13	39612455	39624246	NHLRC3	37.72	protein_coding	ensembl	protein binding	1044
ENST00000339992	ENSG00000188816	10	124907638	124910188	HMX2	60.09	protein_coding	ensembl	cell differentiation	822
ENST00000469440	ENSG00000188817	3	63638355	63649736	SNTN	40.88	protein_coding	ensembl	calcium ion binding	499
ENST00000283441	ENSG00000188818	5	795722	851101	ZDHHC11	50.03	protein_coding	ensembl	transferase activity, transferring acyl groups	1239
ENST00000368605	ENSG00000188820	6	116782556	116784934	FAM26F	49.13	protein_coding	ensembl	integral to membrane	948
ENST00000374472	ENSG00000188822	1	24197016	24239852	CNR2	46.42	protein_coding	ensembl	response to lipopolysaccharide	1083
ENST00000294008	ENSG00000188827	16	3631182	3661599	SLX4	52.4	protein_coding	ensembl	positive regulation of catalytic activity	5505
ENST00000372617	ENSG00000188828	X	102962152	102983552	GLRA4	47.4	protein_coding	ensembl	transport	1254
ENST00000371506	ENSG00000188833	9	140328816	140335901	ENTPD8	67.44	protein_coding	ensembl	ATP binding	1488
ENST00000338970	ENSG00000188846	3	40498783	40503861	RPL14	45.17	protein_coding	ensembl	ribosome	648
ENST00000502486	ENSG00000188848	4	42112955	42154895	BEND4	42.3	protein_coding	ensembl		1605
ENST00000338353	ENSG00000188859	1	166039257	166136206	FAM78B	45.09	protein_coding	ensembl		786
ENST00000293725	ENSG00000188868	19	12428291	12444502	ZNF563	42.6	protein_coding	ensembl	zinc ion binding	1431
ENST00000558726	ENSG00000188869	15	81623558	81666554	TMC3	42.91	protein_coding	ensembl	integral to membrane	3306
ENST00000319129	ENSG00000188878	17	73906618	73937119	FBF1	53.45	protein_coding	ensembl	cellular metabolic process	3402
ENST00000340940	ENSG00000188883	7	139137436	139168458	KLRG2	49.51	protein_coding	ensembl	carbohydrate binding	1230
ENST00000342380	ENSG00000188886	2	96789589	96804175	ASTL	52.22	protein_coding	ensembl	prevention of polyspermy	1296
ENST00000342292	ENSG00000188888	17	36481493	36499693	GPR179	54.81	protein_coding	ensembl	dendrite terminus	7104
ENST00000398532	ENSG00000188895	17	38278551	38291643	MSL1	45.61	protein_coding	ensembl	MSL complex	1845
ENST00000598234	ENSG00000188897	16	11493348	11617444	CTD-3088G3.8	50.76	protein_coding	ensembl	lipid transport	7474
ENST00000298910	ENSG00000188906	12	40618876	40763083	LRRK2	35.24	protein_coding	ensembl	autophagy	7584
ENST00000343035	ENSG00000188909	11	122848278	122852428	BSX	53.87	protein_coding	ensembl	cytoplasm	702
ENST00000373362	ENSG00000188910	1	35247879	35251970	GJB3	56.92	protein_coding	ensembl	gap junction	813
ENST00000522781	ENSG00000188916	10	128933694	128994422	FAM196A	44.48	protein_coding	ensembl		1440
ENST00000372935	ENSG00000188917	X	100264531	100307059	TRMT2B	44.9	protein_coding	ensembl	mitochondrion	1515
ENST00000495827	ENSG00000188921	9	21003620	21031635	PTPLAD2	36.86	protein_coding	ensembl	integral to membrane	699
ENST00000367974	ENSG00000188931	1	161334521	161337664	C1orf192	42.27	protein_coding	ensembl		534
ENST00000342595	ENSG00000188937	X	41306687	41334963	NYX	46.95	protein_coding	ensembl	visual perception	1446
ENST00000340524	ENSG00000188958	3	190984957	191048325	UTS2B	39.5	protein_coding	ensembl	regulation of vasodilation	360
ENST00000400613	ENSG00000188959	9	112961841	112970469	C9orf152	47.55	protein_coding	ensembl		720
ENST00000339092	ENSG00000188971	2	69686414	69693664	AAK1	42.88	protein_coding	ensembl		1068
ENST00000327044	ENSG00000188976	1	879584	894670	NOC2L	59.55	protein_coding	ensembl	histone binding	2250
ENST00000510580	ENSG00000188981	4	3250886	3264268	MSANTD1	56.63	protein_coding	ensembl		858
ENST00000359318	ENSG00000188984	1	12776146	12785963	AADACL3	46.1	protein_coding	ensembl	hydrolase activity	1053
ENST00000343053	ENSG00000188986	9	140149625	140167998	NELFB	56.65	protein_coding	ensembl	cytoplasm	1743
ENST00000340756	ENSG00000188987	6	26188938	26189304	HIST1H4D	56.68	protein_coding	ensembl	chromatin organization	312
ENST00000344941	ENSG00000188991	12	16341419	16430619	SLC15A5	36.22	protein_coding	ensembl	protein transport	1740
ENST00000344577	ENSG00000188992	21	15481134	15579270	LIPI	35.86	protein_coding	ensembl	phospholipase activity	1446
ENST00000343457	ENSG00000188993	4	52859868	52883786	LRRC66	38.9	protein_coding	ensembl	protein binding	2643
ENST00000369577	ENSG00000188994	6	87865267	87973914	ZNF292	37.67	protein_coding	ensembl	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	8172
ENST00000380907	ENSG00000188996	6	655939	656963	HUS1B	56.59	protein_coding	ensembl	DNA damage checkpoint	837
ENST00000340067	ENSG00000188997	11	77882295	77899868	KCTD21	48.16	protein_coding	ensembl	protein binding	783
ENST00000452271	ENSG00000189001	19	36014269	36019212	SBSN	57.65	protein_coding	ensembl	extracellular region	1773
ENST00000237283	ENSG00000189007	6	143748126	143771810	ADAT2	38.4	protein_coding	ensembl	zinc ion binding	576
ENST00000396284	ENSG00000189013	19	55236002	55325968	KIR2DL4	46.62	protein_coding	ensembl		1194
ENST00000399992	ENSG00000189023	X	35816459	35821852	MAGEB16	48.31	protein_coding	ensembl		1071
ENST00000339922	ENSG00000189030	1	156268415	156269428	VHLL	52.37	protein_coding	ensembl	nucleus	420
ENST00000339042	ENSG00000189037	X	44703249	44704130	DUSP21	51.25	protein_coding	ensembl	dephosphorylation	573
ENST00000536254	ENSG00000189042	19	37178530	37212229	ZNF567	40.54	protein_coding	ensembl	DNA binding	1944
ENST00000339600	ENSG00000189043	7	10971578	10979883	NDUFA4	37.82	protein_coding	ensembl	mitochondrion	246
ENST00000601380	ENSG00000189045	5	74907284	74967671	ANKDD1B	41.32	protein_coding	havana	signal transduction	1587
ENST00000343075	ENSG00000189046	12	109525996	109531277	ALKBH2	51.08	protein_coding	ensembl	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	786
ENST00000305783	ENSG00000189050	17	58029601	58042080	RNFT1	38.09	protein_coding	ensembl	integral to membrane	1308
ENST00000344001	ENSG00000189051	17	8294022	8296807	RNF222	52.11	protein_coding	ensembl	protein binding	663
ENST00000301408	ENSG00000189052	19	49547141	49548568	CGB5	64.85	protein_coding	ensembl	cellular protein metabolic process	498
ENST00000343529	ENSG00000189056	7	103112231	103629963	RELN	37.48	protein_coding	ensembl	protein serine/threonine/tyrosine kinase activity	10377
ENST00000343597	ENSG00000189057	11	58874710	58894867	FAM111B	38.92	protein_coding	ensembl	catalytic activity	2205
ENST00000343267	ENSG00000189058	3	195295573	195311076	APOD	46	protein_coding	ensembl	negative regulation of smooth muscle cell proliferation	570
ENST00000340857	ENSG00000189060	22	38201114	38203442	H1F0	53.16	protein_coding	ensembl	apoptotic DNA fragmentation	585
ENST00000362097	ENSG00000189064	X	49354132	49361430	GAGE2A	44.17	protein_coding	havana		351
ENST00000381810	ENSG00000189067	16	11642459	11680788	LITAF	49.17	protein_coding	ensembl	regulation of transcription from RNA polymerase II promoter	687
ENST00000338372	ENSG00000189068	19	54544079	54567207	VSTM1	46.34	protein_coding	ensembl	cytokine activity	711
ENST00000493111	ENSG00000189077	7	75616490	75623888	TMEM120A	61.57	polymorphic_pseudogene	havana		1032
ENST00000334344	ENSG00000189079	12	46123448	46301823	ARID2	36.09	protein_coding	ensembl	regulation of transcription, DNA-dependent	5508
ENST00000452267	ENSG00000189090	10	47177204	47181681	FAM25B	49.93	protein_coding	ensembl		270
ENST00000302516	ENSG00000189091	16	70557691	70608820	SF3B3	43.39	protein_coding	ensembl	nucleic acid binding	3654
ENST00000344799	ENSG00000189108	X	103903595	105011654	IL1RAPL2	37.47	protein_coding	ensembl	signal transduction	2061
ENST00000342234	ENSG00000189120	17	45922279	45933240	SP6	55.25	protein_coding	ensembl	DNA binding	1131
ENST00000338682	ENSG00000189127	5	79852574	79866307	ANKRD34B	43.03	protein_coding	ensembl	cytoplasm	1545
ENST00000372263	ENSG00000189129	10	81892477	81905115	PLAC9	50.36	protein_coding	ensembl	extracellular region	294
ENST00000329357	ENSG00000189132	X	34960913	34963034	FAM47B	53.53	protein_coding	ensembl		1938
ENST00000343684	ENSG00000189134	6	28227098	28228736	NKAPL	44.66	protein_coding	ensembl		1209
ENST00000340446	ENSG00000189139	14	44973545	44976482	FSCB	46.6	protein_coding	ensembl	cilium	2478
ENST00000340958	ENSG00000189143	7	73245193	73247014	CLDN4	49.38	protein_coding	ensembl	integral to plasma membrane	630
ENST00000590414	ENSG00000189144	19	38229188	38264391	ZNF573	41.42	protein_coding	ensembl	nucleus	1998
ENST00000344415	ENSG00000189152	17	19030782	19062489	GRAPL	54.65	protein_coding	ensembl	protein binding	357
ENST00000424749	ENSG00000189157	4	77172894	77204907	FAM47E	41.86	protein_coding	ensembl		1182
ENST00000356033	ENSG00000189159	17	73131402	73150770	HN1	46.27	protein_coding	ensembl	nucleus	546
ENST00000436120	ENSG00000189164	19	37862063	37881672	ZNF527	40.73	protein_coding	ensembl	DNA binding	1830
ENST00000345108	ENSG00000189167	13	32877908	32886091	ZAR1L	42.79	protein_coding	ensembl	cytoplasm	966
ENST00000400365	ENSG00000189169	21	46117087	46117959	KRTAP10-12	67.12	protein_coding	ensembl	keratin filament	738
ENST00000339556	ENSG00000189171	1	153591275	153603836	S100A13	51.25	protein_coding	ensembl	calcium ion binding	297
ENST00000432900	ENSG00000189180	10	38299583	38345789	ZNF33A	39.26	protein_coding	ensembl	nucleic acid binding	2454
ENST00000342623	ENSG00000189181	1	248844628	248845629	OR14I1	47.8	protein_coding	ensembl	G-protein coupled receptor signaling pathway	936
